"species","IUCN_category","area_global","pa_count","pa_quality_mean","mhw_freq","mhw_total_days","mhw_max_int","mhw_mean_int","mhw_cum_int","slope_intensity","slope_freq","slope_cum","slope_max","slope_total","dem_mean","dem_range","order","adult_mass_g","brain_mass_g","trophic_level","det_diet_breadth_n","habitat_breadth_n","activity_cycle","foraging_stratum","fossoriality","hibernation_torpor","max_longevity_d","litter_size_n","litters_per_year_y","generation_length_d","density_n_km2","Exposure","IUCN_num","Trait_sensitivity","Sensitivity","Suitability","Risk_index","Risk_level"
"Apodemus argenteus","LC",0.00434754396204943,0.75,0.621489913362423,0.589737013400699,0.77951001695424,0.487105827090019,0.380047025841968,0.428422064053972,0.714738517076204,0.169723327506141,0.549148006857965,0.573107070690422,0.362123692152549,0.114667252001442,0.315782204845118,"Rodentia",6.71739499682893e-06,0.000112736593576804,0.5,0.75,0,2,"G",2,0,2308.625,5.16,3.8,572.56,2082.4814226404,0.503366256162418,0,0.250023890797715,0.125011945398857,0.361257382834206,0.0401940256840843,"Medium"
"Apodemus chevrieri","LC",0.00854473850183171,0.5,0.978704280096564,0.72185532695989,0.690414052712753,0.448923522822385,0.298403420944761,0.300009829668141,0.594470831213296,0.255613915265695,0.404782181589246,0.450973849996562,0.355939176858898,0.370535167772342,0.570622787937057,"Rodentia",6.03416480759991e-06,7.44782732847505e-05,0,0.75,0.285714285714286,3,"G",1,0,1460,5.68,3.335,510.240392275434,1969.80574818467,0.452138610803163,0,0.207158959630476,0.103579479815238,0.485681394861559,0.0240867140109728,"Low"
"Apodemus draco","LC",0.0213315619409744,0.625,0.894892985517221,0.730113939826147,0.699501719608939,0.48835974361314,0.306311714601074,0.313580525257389,0.608461378005469,0.247848654291682,0.413984318440235,0.472287205798982,0.350098711673015,0.317397724790302,0.68727098917749,"Rodentia",6.71739499682893e-06,0.000112798054519445,0.5,0.75,0.142857142857143,2,"G",2,0,2308.625,5.18,3.8,596.572910316936,1873.42860741139,0.463054791111607,0,0.278595331661332,0.139297665830666,0.509178652285198,0.0316591802024239,"Medium"
"Apodemus flavicollis","LC",0.0719543966503076,1,0.870711322855114,0.68891276854608,0.869598048685894,0.568604001884279,0.342431185874856,0.444122077672696,0.76252842217628,0.255351760842519,0.743607624224478,0.708422519176867,0.55056792160729,0.268680060143029,0.448396932944498,"Rodentia",8.57298607893955e-06,0.00012705419552547,0,0.75,0.142857142857143,2,"G",1,0,1642.5,5.5,2.8,513.1567,583.5,0.593414633069124,0,0.178598554007749,0.0892992770038747,0.53194854251859,0.0248027477310129,"Low"
"Apodemus gurkha","LC",0.000150693043774143,0.375,0.703039813305973,0.69557975807959,0.688453272218261,0.1925491137224,0.215880368878414,0.247704351303716,0.332665752696842,0.330072603506323,0.3182126449944,0.30834170221364,0.367768077701042,0.707270074070551,0.639575997990568,"Rodentia",8.57298607893955e-06,0.000141174521182973,0.5,0.75,0,2,"G",1,0,1642.5,5.5,2.8,520.215186458428,1927.79920852478,0.369722764531463,0,0.250029949501452,0.125014974750726,0.485007315682173,0.0238034161301418,"Low"
"Apodemus hyrcanicus","NT",0.000576996710028219,0.75,0.674729359015959,0.640665271810646,0.794819857531101,0.594527901642172,0.350882919361005,0.407362824000595,0.775386713670818,0.259153009605661,0.70141298187154,0.612297963641146,0.511374140228762,0.158105918745609,0.378650266029952,"Rodentia",1.92807211688562e-05,0.000203740548247273,0.5,0.75,0,2,"G",1,0,1282.9719583298,3.70060666666666,2.72184000000001,556.017862525478,1260.46944484673,0.564788358336345,0.25,0.250044604253883,0.250022302126942,0.39241250810031,0.0857972386848373,"High"
"Apodemus latronum","LC",0.00636416035379455,0.625,0.918169607785164,0.722596261005411,0.670770849799165,0.239014729089526,0.292011898727178,0.289534821577649,0.613416262106161,0.25561972837006,0.414724075963869,0.495017601079566,0.363176259061423,0.651752236458422,0.71856529437764,"Rodentia",8.58075005836261e-06,0.000147292598922408,0.5,0.75,0.428571428571429,2,"G",1,0,1934.5,5.22,2.8,581.377137108285,2742.00535204166,0.435588248678001,0,0.335745460384082,0.167872730192041,0.583970259795004,0.0304215043393459,"Medium"
"Apodemus mystacinus","LC",0.00954168282709344,0.875,0.790397267736663,0.699514235232718,0.85798007045501,0.577757446170328,0.370221325483907,0.462231985046117,0.759994949258574,0.252016551598431,0.742911080277806,0.730560605948858,0.531257444680918,0.251499136342334,0.459737041441593,"Rodentia",1.258696344066e-05,0.000180712199692543,0.5,0.75,0.285714285714286,2,"G",1,0,1369.88758333638,3.36,2,557.969254083691,1497.98677525486,0.598444569415267,0,0.307181516975484,0.153590758487742,0.477235025669537,0.0480502329223236,"High"
"Apodemus pallipes","LC",0.0092901009185529,0.75,0.533608687522716,0.697560172101597,0.819490302971366,0.38154136393882,0.317134271509304,0.387380855530295,0.54340785702342,0.16181812589534,0.465725499829691,0.465851061779538,0.354405458474033,0.595751448060508,0.756945847792351,"Rodentia",6.7142894050597e-06,0.000145229798192192,0.5,0.75,0,2,"G",2,0,2308.625,5.2,3.8,620.027696733475,2747.79370151721,0.45943149690534,0,0.250030388817519,0.12501519440876,0.529119216858826,0.0270454700026574,"Low"
"Apodemus peninsulae","LC",0.105611313599209,1,0.706403034995439,0.726334968097471,0.712234222448872,0.453817832587204,0.537070336632349,0.503934251255928,0.668033955891933,0.211594291419062,0.507777714195058,0.55276993690778,0.318043347678281,0.214981719302434,0.84691064465993,"Rodentia",8.58075005836261e-06,0.000146484229974954,0.5,0.75,0.571428571428571,2,"G",1,0,1934.5,4.7,2.8,569.086025700306,2091.54332803678,0.519161085711394,0,0.364316727281721,0.18215836364086,0.574781342511402,0.0402127302184272,"Medium"
"Apodemus ponticus","LC",0.00412432158387165,1,0.530586349792621,0.673165619788565,0.841242568270293,0.508792595444448,0.395939747701327,0.487500931643542,0.871930272184162,0.250495328822903,0.749770146718094,0.736005715502613,0.482409660229399,0.254385842334703,0.444631866944177,"Rodentia",8.57298607893955e-06,0.000134460681605365,0.5,0.75,0.428571428571429,2,"G",1,0,1642.5,5.5,2.8,508.821440558442,1889.57356036314,0.599725258630535,0,0.335742892447823,0.167871446223911,0.446745676131074,0.0556998453160159,"High"
"Apodemus rusiges","LC",0.00133759572839394,0.625,0.75140199986015,0.79195411552723,0.836812833482326,0.397419163346144,0.354796062259156,0.426213309051651,0.578956966018583,0.200059025309012,0.511868535788698,0.502486570586431,0.377804869684559,0.626843258587227,0.670066347422263,"Rodentia",7.15217784452012e-06,0.000115546945118013,0.5,0.75,0,2,"G",1,0,2308.625,5.19,3.375,578.385074191717,2699.73368430601,0.497837145105379,0,0.250024539824592,0.125012269912296,0.534929840319607,0.0289439909141087,"Low"
"Apodemus semotus","LC",0.000402249914710593,0.625,0.407967631497043,0.677259204687888,0.712704185088813,0.469329929197169,0.112987593197617,0.15799554971198,0.301885974396651,0.303536172761548,0.316368225048562,0.319440609222184,0.414750279464044,0.166175155384726,0.347344583235356,"Rodentia",6.77950683221338e-06,0.000103346476696245,0.5,0.75,0.285714285714286,2,"G",1,0,2308.625,5.17,3.8,598.701905733591,2540.61638092586,0.378625772277646,0,0.307164882339563,0.153582441169781,0.309377924006367,0.040159860460611,"Medium"
"Apodemus speciosus","LC",0.00437306599648791,1,0.616159894922497,0.589370150274383,0.779936942514476,0.485704587055905,0.379591411182016,0.428439790328993,0.714723778899931,0.170155890501964,0.550423476722922,0.573156909028018,0.363410641518977,0.114458132943557,0.315782204845118,"Rodentia",1.30372742471973e-05,0.000176832089515483,0.5,0.75,0.428571428571429,2,"G",1,0,1934.5,4.47,3.00505700000001,619.85746316718,1417.57983669832,0.503491357802758,0,0.335752259587038,0.167876129793519,0.410154659741532,0.0498561940262082,"High"
"Apodemus sylvaticus","LC",0.0593313971803268,1,0.897703539997464,0.659011976210018,0.83921285567871,0.569416873956147,0.327255420048885,0.42219752020754,0.836152617252361,0.319601524666749,0.777799077244674,0.687956008405725,0.638610241784827,0.0713565024781147,0.0799534918564638,"Rodentia",6.71739499682893e-06,0.000103824891097125,0.5,0.75,0.571428571428571,2,"G",2,0,2308.625,5.18,3.8,626.6475,1700,0.607721411545563,0,0.364307822742933,0.182153911371467,0.421668986302474,0.0640205678050467,"High"
"Apodemus uralensis","LC",0.0857806641305514,1,0.720524415281377,0.748294858957607,0.751657870558909,0.533127891743888,0.524804692023356,0.511731271502936,0.562531279783368,0.166446852193337,0.450826899293912,0.438153764674864,0.289669484036297,0.196365925792949,0.774428825828192,"Rodentia",6.7142894050597e-06,0.00011240690008569,0.5,0.75,0.285714285714286,2,"G",2,0,2308.625,5.2,3.8,603.710320708651,2225.22301677588,0.497724486476848,0,0.307166681380755,0.153583340690378,0.555419966206614,0.0339846711362523,"Medium"
"Apodemus witherbyi","LC",0.0241207862615042,1,0.657962858907049,0.668128038827646,0.862463232688588,0.614472577340168,0.34231821903902,0.439217422462434,0.772365217152413,0.228813648727753,0.70212002253519,0.688300513485729,0.509516359218458,0.291245418494797,0.514657517184368,"Rodentia",5.85714607675421e-06,0.000121023434160274,0.5,0.75,0,2,"G",1,0,1611.80958333857,4.19655499999999,3.37940000000002,521.998002366887,1337.17606110843,0.58277152514774,0,0.250025376116047,0.125012688058024,0.497597316169544,0.0366019621722552,"Medium"
"Apomys abrae","LC",0.000147806640889896,0.375,0.572027553159629,0.632415467793594,0.591158226503611,0.446998418335891,0.0981217698973133,0.122468202480758,0.36077287276279,0.255065727961708,0.224050363752011,0.252419405105117,0.295204586259443,0.243622772800196,0.248266613652194,"Rodentia",1.02826143478967e-05,0.000192377645410854,0.5,0.25,0.142857142857143,1,"G",2,0,1068.92987498175,3.3775675,3.14115500000001,568.375663742775,785.331131675455,0.327867504085224,0,0.17861196062338,0.0893059803116902,0.287812949250582,0.0208532134965182,"Low"
"Apomys camiguinensis","VU",8.42534967739721e-07,0.125,0.428571428571429,0.883610462238129,0.8525587675551,0.439182376220289,0.0162769441484857,0.0914633993523571,NA,0.574823933273159,0.272968292172938,NA,0.611370805349921,0.0864998805238105,0,"Rodentia",1.18105654983543e-05,0.00023315812795912,0.5,0,0,1,"Ar",2,0,984.599666644642,3.05371750000001,3.30306000000001,618.857540034055,725.546086594156,0.467781872538797,0.5,0.100048993738691,0.300024496869346,0.128014430326041,0.122379705032221,"Very high"
"Apomys datae","LC",0.000137458251388692,0.375,0.556907169467041,0.62846801016243,0.588968852792322,0.450432452757243,0.0998375112778092,0.123840973321451,0.358043804195388,0.238815455520188,0.21492099871192,0.23952552349666,0.274279389435302,0.242647200635945,0.2158857975963,"Rodentia",1.02826143478967e-05,0.000183120039314051,0.5,0.25,0.142857142857143,1,"G",2,0,1142.21274998321,3.435535,3.12902500000001,575.848390092572,1091.50072784659,0.321713297167071,0,0.178610109102161,0.0893050545510805,0.278115525190135,0.0207401910947435,"Low"
"Apomys gracilirostris","LC",6.74510961330802e-06,0.125,1,0.593824222583272,0.698478544798057,0.438418113320344,0.0820842429877565,0.140067387985121,NA,0.257423446764923,0.243638966541188,NA,0.322818277710605,0.230191561277382,0.0704638200817703,"Rodentia",2.68105737437005e-05,0.000308871883399201,0.5,0,0,1,"G",2,0,850.63554163588,2.43035750000001,3.42268000000001,648.243537467355,807.620870098179,0.347094150336408,0,0.100067136491429,0.0500335682457143,0.285132425293753,0.0124146468386863,"Very low"
"Apomys hylocetes","LC",5.21502672944493e-05,0.25,0.84741560175472,0.621468157467915,0.610266742593728,0.471230205299863,0.102458146881472,0.151595844557903,NA,0.463120563966167,0.270159454387845,NA,0.434040526839942,0.273608619361934,0.128044351117321,"Rodentia",1.02826143478967e-05,0.000188478090505671,0.5,0.25,0,1,"G",2,0,1120.39487498138,3.43165,3.14172000000001,584.428342792499,1056.50862252968,0.390542455249354,0,0.150039752140971,0.0750198760704854,0.299824144500254,0.0205140649081162,"Low"
"Apomys insignis","LC",0.00112633379503597,0.75,0.79699419332802,0.667532436637045,0.654400931262105,0.533235792887719,0.0843126782292184,0.143245634807078,0.400807131182883,0.502587864452575,0.287490134444063,0.355259267937415,0.508290326120234,0.116929316640798,0.250453942632431,"Rodentia",1.02826143478967e-05,0.000173863387498104,0.5,0.25,0,1,"G",2,0,1165.61837497591,3.56301750000001,3.24631500000001,554.004508517512,922.528505820457,0.413716219796034,0,0.150036829200369,0.0750184146001846,0.383100757279257,0.0191462914987841,"Low"
"Apomys littoralis","DD",9.36593413191639e-05,0.25,0.99685336689742,0.62821285411911,0.564480492463266,0.526733398776955,0.0899994219199773,0.125811758374327,NA,0.474813790075134,0.270627957900126,NA,0.436605695342884,0.157890309466545,0.224605372521899,"Rodentia",9.06211678259214e-06,0.000194324698888962,0.5,0.25,0,1,"G",2,0,1071.13508331265,3.50765,3.15264000000001,564.652356176103,830.191911788759,0.389660671121472,NA,0.150040677363134,0.150040677363134,0.325888541645437,0.0394118934060718,"Medium"
"Apomys microdon","LC",0.000734857966933734,0.875,0.646346354375551,0.654796223812327,0.641855909677232,0.516122951172912,0.0931914478363957,0.129348109618765,0.414205535981005,0.308038555896399,0.274749055105234,0.339210364493444,0.394888308403249,0.138401678471745,0.262503515687447,"Rodentia",1.03136702655889e-05,0.000176400465328351,0.5,0.25,0,1,"G",2,0,1148.89224997627,3.56035250000001,3.22125500000001,561.050468676102,859.261585005761,0.376640646199696,0,0.150037342827119,0.0750186714135594,0.384597281300335,0.0173882535895513,"Very low"
"Apomys musculus","LC",0.000566638618423271,0.875,0.599669694467383,0.649578707364639,0.638947711171159,0.502614267399475,0.0869866861935609,0.123499757343907,0.405235923152532,0.306768241030572,0.257791073065488,0.33427466213743,0.373678771198438,0.143157213792723,0.262503515687447,"Rodentia",6.03416480759991e-06,0.000158311729793936,0.5,0.25,0,1,"G",2,0,1141.27591665413,3.55817,3.24432000000001,512.17609105914,880,0.36793758000572,0,0.15003286917892,0.0750164345894602,0.376179412513195,0.0172182999814514,"Very low"
"Apomys sacobianus","LC",1.12541409727163e-05,0.125,1,0.611638955947061,0.817980619189768,0.559629313801125,0.134967822877742,0.229053167011032,NA,0.282109042664872,0.401296984456306,NA,0.474760515497514,0.130130727548728,0.0615924977826662,"Rodentia",1.02826143478967e-05,0.00019161330380656,0.5,0.25,0.142857142857143,1,"G",2,0,1121.0153749854,3.424795,3.11803500000001,578.918275200799,1305.56966124686,0.438929552680678,0,0.178611807755059,0.0893059038775297,0.263346895894473,0.0288760653524812,"Low"
"Arabitragus jayakari","EN",0.000332234414622275,0.625,0.828365097464299,0.739833593278024,0.795603459751516,0.776801492737099,0.228791918272781,0.278976374651864,0.526763928045848,0.299736498658486,0.476375886887693,0.465652954161786,0.492209621081052,0.17976396254267,0.225669848049993,"Cetartiodactyla",0.00689702553035254,0.0212992578424915,0,0.5,0.285714285714286,2,"G",1,0,5675.75,1,1.42626333333333,2137.805,5.3528641874618,0.508074572752615,0.75,0.162782113817426,0.456391056908713,0.371826228494317,0.145661368359978,"Very high"
"Archboldomys luzonensis","VU",2.31616725528821e-07,0,0.285714285714286,0.633412494826427,0.593914247149768,0.474549784737654,0.056327662378313,0.0950668548201802,NA,0.360864373898773,0.269452124412325,NA,0.414298900566658,0.12156990720663,0.02848843659045,"Rodentia",1.0425471569281e-05,0.000201334628115911,1,0,0,3,"G",1,0,1293.37902081246,2.44412750000001,2.09412,726.181726417079,450,0.362235805348762,0.5,0.200042352019937,0.350021176009969,0.0871545722256183,0.115739856712737,"Very high"
"Arctictis binturong","VU",0.036175465166982,1,0.521863764330993,0.667639444517174,0.6597542816442,0.584752225843576,0.174548992573882,0.212261887268033,0.419636235230584,0.379102012341476,0.323424402527725,0.359926930211446,0.408417480909467,0.134622783992716,0.84444654479273,"Carnivora",0.00403671650465472,0.00853416365544183,0.5,0.5,0.142857142857143,1,"Ar",1,0,9928,2.5,2,3650,7.14485238559198,0.418946389306756,0.5,0.231085604603448,0.365542802301724,0.507421711656684,0.075434836600992,"High"
"Arctogalidia trivirgata","LC",0.0301219071890491,1,0.510813397801046,0.657883176292519,0.647767891979367,0.587879710468302,0.169343588616013,0.206259210078239,0.45070713226971,0.391567195758639,0.327209941677681,0.384215691773155,0.417275100204622,0.124918540590275,0.558663146509287,"Carnivora",0.000698208458331979,0.00458531925851021,0.5,0.75,0,1,"Ar",1,0,5876.5,2.5,2,1825,21.5119847765061,0.424010863911825,0,0.251056705543368,0.125528352771684,0.444903398417931,0.0295452305002299,"Medium"
"Arctonyx albogularis","LC",0.0499275212787186,1,0.900900746620841,0.736555889892674,0.713587146982282,0.514624653644318,0.336888263587907,0.342180434780578,0.619619874186503,0.252802514994031,0.444202534570827,0.496015419211895,0.362826190927516,0.27343540640838,0.828690853699048,"Carnivora",0.00326032166794079,0.0103233856794887,0.5,0.25,0.428571428571429,1,"G",1,1,5767,3,1.6348075,1798.679444554,53.6268101968427,0.481930292277853,0,0.238431027183772,0.119215513591886,0.610590905601398,0.0223729416159195,"Low"
"Arctonyx collaris","VU",0.0222798119835108,0.875,0.54798196465487,0.68481343276354,0.758727818135258,0.614103438390651,0.227437942556714,0.282133173738197,0.411742733195521,0.280809917037236,0.329622588307588,0.351346051078824,0.348779478737829,0.16308449801735,0.421221433766144,"Carnivora",0.00326032166794079,0.0103233856794887,0.5,0.25,0.142857142857143,1,"G",1,1,5767,3,1.6273125,1798.679444554,53.05503570411,0.428951657394136,0.5,0.181288170040914,0.340644085020457,0.405913541684375,0.0868078211171794,"High"
